Key,Values,Level,Message
<class>assembly.Builder.java</class><start>1641</start><end>1655</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ArrayCreation', 'MethodInvocation', 'EnhancedForStatement', 'Modifier', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ConditionalExpression', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'MethodInvocation', 'ParenthesizedExpression', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'ContinueStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'SwitchStatement', 'SwitchCase', 'ExpressionStatement', 'Assignment', 'StringLiteral', 'BreakStatement', 'SwitchCase', 'ExpressionStatement', 'Assignment', 'StringLiteral', 'BreakStatement', 'SwitchCase', 'ExpressionStatement', 'Assignment', 'StringLiteral', 'BreakStatement', 'SwitchCase', 'ExpressionStatement', 'Assignment', 'StringLiteral', 'BreakStatement', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation']",info,Install stage
<class>assembly.Builder.java</class><start>1666</start><end>1668</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'IfStatement', 'MethodInvocation', 'ContinueStatement']",info,"   Feature  |  is blacklisted, ignoring"
<class>assembly.Builder.java</class><start>1669</start><end>1670</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'IfStatement', 'MethodInvocation', 'ContinueStatement']",info,   Feature {} is defined as an installed feature
<class>assembly.Builder.java</class><start>1682</start><end>1683</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'IfStatement', 'MethodInvocation', 'ContinueStatement', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation']",info,"   Conditionial  |  is blacklisted, ignoring"
<class>assembly.Builder.java</class><start>1699</start><end>1710</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'IfStatement', 'MethodInvocation', 'ContinueStatement', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation']",info,Boot stage
<class>assembly.Builder.java</class><start>1742</start><end>1746</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'PrefixExpression', 'NumberLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'InfixExpression', 'MethodInvocation', 'NumberLiteral']",debug,bundle start-level: 
<class>assembly.Builder.java</class><start>1767</start><end>1769</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'PrefixExpression', 'NumberLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'IfStatement', 'InfixExpression', 'NumberLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'IfStatement', 'MethodInvocation', 'ContinueStatement']",info,"   Feature  |  is blacklisted, ignoring"
<class>assembly.Builder.java</class><start>1770</start><end>1773</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'PrefixExpression', 'NumberLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'IfStatement', 'InfixExpression', 'NumberLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'IfStatement', 'MethodInvocation', 'ContinueStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation']",info,   Feature  |  is defined as a boot feature
<class>assembly.Builder.java</class><start>1780</start><end>1781</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'PrefixExpression', 'NumberLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'IfStatement', 'InfixExpression', 'NumberLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'IfStatement', 'MethodInvocation', 'ContinueStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation']",info,"   Conditionial  |  is blacklisted, ignoring"
<class>assembly.Builder.java</class><start>1854</start><end>1854</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'PrefixExpression', 'NumberLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'IfStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'IfStatement', 'InfixExpression', 'NumberLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'IfStatement', 'MethodInvocation', 'ContinueStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'PrefixExpression', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'IfStatement', 'InfixExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'EnhancedForStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation']",warn,Feature  |  is a prerequisite and should be installed as a startup feature.
