Key,Values,Level,Message
<class>checker.CheckingObjectOutputStream.java</class><start>501</start><end>502</end>,"['IfStatement', 'InfixExpression', 'IfStatement', 'InfixExpression', 'ReturnStatement', 'ReturnStatement', 'ExpressionStatement', 'PostfixExpression', 'ExpressionStatement', 'PostfixExpression', 'IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'ReturnStatement', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ClassInstanceCreation', 'NumberLiteral', 'StringLiteral', 'CharacterLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ClassInstanceCreation', 'NumberLiteral', 'StringLiteral', 'CharacterLiteral', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ReturnStatement', 'ReturnStatement', 'TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'CatchClause', 'IfStatement', 'InstanceofExpression', 'ThrowStatement', 'CastExpression']",warn,"error delegating to writeObject : {}, path: {}"
<class>checker.AbstractObjectChecker.java</class><start>57</start><end>60</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'WildcardType', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement']",debug,Object with type '{}' wont be checked because its type is excluded ({})
<class>resource.UrlResourceStream.java</class><start>221</start><end>225</end>,"['TryStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'CatchClause', 'ReturnStatement', 'NullLiteral']",warn,getLastModified() for '{}' failed: {}
<class>resource.WebExternalResourceStream.java</class><start>97</start><end>99</end>,"['TryStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ThrowStatement', 'ClassInstanceCreation', 'InfixExpression', 'StringLiteral', 'StringLiteral', 'ReturnStatement', 'MethodInvocation', 'CatchClause', 'ReturnStatement', 'NullLiteral']",warn,failed to retrieve last modified timestamp
<class>locator.ResourceStreamLocator.java</class><start>127</start><end>129</end>,"['IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'EnhancedForStatement', 'ExpressionStatement', 'Assignment', 'MethodInvocation']",debug,Attempting to locate resource '{}' using finder'{}'
<class>string.ComponentRenderer.java</class><start>405</start><end>408</end>,"['ReturnStatement', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'StringLiteral', 'StringLiteral']",warn,Component '{}' with a parent '{}' is passed for standalone rendering. It is recommended to render only orphan components because they are not cleaned up/detached after the rendering.
<class>watch.Nio2ModificationWatcher.java</class><start>188</start><end>189</end>,"['IfStatement', 'MethodInvocation', 'TryStatement', 'ExpressionStatement', 'MethodInvocation', 'CatchClause']",warn,Cannot register folder ' | ' to be watched.
<class>watch.Nio2ModificationWatcher.java</class><start>261</start><end>264</end>,"['ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation']",debug,Registering folder '{}' to the watching service with kinds: {}
<class>feedback.FeedbackMessages.java</class><start>68</start><end>70</end>,"['ExpressionStatement', 'Assignment', 'ClassInstanceCreation']",debug,Adding feedback message '{}'
<class>markup.MarkupCache.java</class><start>86</start><end>690</end>,"['ReturnStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ThrowStatement', 'ClassInstanceCreation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ParenthesizedExpression', 'ConditionalExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'CastExpression', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NumberLiteral', 'WhileStatement', 'InfixExpression', 'NumberLiteral', 'ExpressionStatement', 'Assignment', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ParenthesizedExpression', 'InfixExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'PostfixExpression', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ParenthesizedExpression', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'BooleanLiteral', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'ReturnStatement', 'IfStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier', 'IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'CastExpression', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'ReturnStatement', 'ReturnStatement', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'MethodInvocation']",debug,Removing from cache: 
<class>markup.MarkupCache.java</class><start>109</start><end>674</end>,"['ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ParenthesizedExpression', 'ConditionalExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'CastExpression', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NumberLiteral', 'WhileStatement', 'InfixExpression', 'NumberLiteral', 'ExpressionStatement', 'Assignment', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ParenthesizedExpression', 'InfixExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'PostfixExpression', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ParenthesizedExpression', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'BooleanLiteral', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'ReturnStatement', 'IfStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier', 'IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'CastExpression', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'ReturnStatement', 'ReturnStatement', 'ClassInstanceCreation']",debug,Removing from cache: 
<class>markup.MarkupCache.java</class><start>116</start><end>735</end>,"['ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ParenthesizedExpression', 'ConditionalExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'CastExpression', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NumberLiteral', 'WhileStatement', 'InfixExpression', 'NumberLiteral', 'ExpressionStatement', 'Assignment', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ParenthesizedExpression', 'InfixExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'PostfixExpression', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ParenthesizedExpression', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'BooleanLiteral', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ExpressionStatement', 'Assignment', 'NullLiteral', 'ReturnStatement', 'IfStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'AnonymousClassDeclaration', 'MethodDeclaration', 'MarkerAnnotation', 'Modifier', 'IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'CastExpression', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'ReturnStatement', 'ReturnStatement', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'NullLiteral', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'InfixExpression', 'MethodInvocation', 'NullLiteral', 'ReturnStatement', 'MethodInvocation']",debug,Removing from cache: 
<class>markup.MarkupCache.java</class><start>128</start><end>129</end>,"['ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation']",debug,Removing from cache: 
